Index;Hann;Hamming;Blackman;Lanczos;Gaussian;Poisson;Parzen;Welch;Nutall;Blackman-Nutall;Blackman-Harris;Hann-Poisson;Bartlett-Hann;Bartlett-Fejer;Exponential;Triangular;Rectangular;Flat top;Cosine;
140;0.17373;0.23983;0.08186;0.33210;0.19235;0.00000;0.04089;0.47250;0.02699;0.03311;0.02904;0.04065;0.19773;0.27370;0.48404;0.27441;1.00000;-0.03220;0.41681;
141;0.17606;0.24198;0.08322;0.33475;0.19406;0.00000;0.04177;0.47533;0.02763;0.03384;0.02972;0.04135;0.19997;0.27566;0.48499;0.27637;1.00000;-0.03278;0.41960;
142;0.17841;0.24414;0.08460;0.33740;0.19578;0.00000;0.04267;0.47816;0.02829;0.03458;0.03041;0.04207;0.20222;0.27761;0.48594;0.27832;1.00000;-0.03336;0.42239;
143;0.18077;0.24631;0.08599;0.34006;0.19752;0.00000;0.04357;0.48098;0.02896;0.03533;0.03111;0.04279;0.20448;0.27957;0.48689;0.28027;1.00000;-0.03395;0.42517;
144;0.18314;0.24849;0.08739;0.34271;0.19926;0.00000;0.04449;0.48379;0.02964;0.03609;0.03182;0.04352;0.20675;0.28152;0.48784;0.28223;1.00000;-0.03454;0.42795;
145;0.18552;0.25068;0.08881;0.34537;0.20101;0.00000;0.04543;0.48660;0.03033;0.03687;0.03255;0.04426;0.20903;0.28348;0.48879;0.28418;1.00000;-0.03513;0.43072;
146;0.18791;0.25288;0.09025;0.34803;0.20278;0.00000;0.04637;0.48940;0.03104;0.03766;0.03329;0.04501;0.21132;0.28544;0.48975;0.28613;1.00000;-0.03573;0.43349;
147;0.19032;0.25509;0.09170;0.35069;0.20456;0.00000;0.04733;0.49219;0.03176;0.03846;0.03404;0.04576;0.21361;0.28739;0.49070;0.28809;1.00000;-0.03633;0.43625;
148;0.19273;0.25732;0.09316;0.35335;0.20634;0.00000;0.04831;0.49497;0.03249;0.03928;0.03480;0.04653;0.21592;0.28935;0.49166;0.29004;1.00000;-0.03693;0.43902;
149;0.19516;0.25955;0.09464;0.35602;0.20814;0.00000;0.04929;0.49774;0.03323;0.04011;0.03558;0.04730;0.21824;0.29130;0.49262;0.29199;1.00000;-0.03754;0.44177;
150;0.19760;0.26179;0.09613;0.35868;0.20995;0.00000;0.05029;0.50051;0.03399;0.04095;0.03637;0.04808;0.22056;0.29326;0.49359;0.29395;1.00000;-0.03815;0.44453;
151;0.20005;0.26405;0.09763;0.36135;0.21177;0.00000;0.05130;0.50327;0.03476;0.04181;0.03717;0.04886;0.22289;0.29521;0.49455;0.29590;1.00000;-0.03876;0.44727;
152;0.20252;0.26632;0.09915;0.36401;0.21359;0.00000;0.05233;0.50602;0.03554;0.04268;0.03798;0.04966;0.22523;0.29717;0.49552;0.29785;1.00000;-0.03938;0.45002;
153;0.20499;0.26859;0.10069;0.36668;0.21543;0.00000;0.05337;0.50877;0.03634;0.04356;0.03881;0.05046;0.22758;0.29912;0.49649;0.29980;1.00000;-0.03999;0.45276;
154;0.20748;0.27088;0.10224;0.36935;0.21728;0.00000;0.05442;0.51150;0.03715;0.04445;0.03966;0.05127;0.22994;0.30108;0.49746;0.30176;1.00000;-0.04061;0.45549;
155;0.20997;0.27317;0.10381;0.37202;0.21915;0.00000;0.05549;0.51423;0.03797;0.04536;0.04051;0.05209;0.23231;0.30303;0.49843;0.30371;1.00000;-0.04123;0.45823;
156;0.21248;0.27548;0.10539;0.37469;0.22102;0.00000;0.05657;0.51695;0.03881;0.04629;0.04138;0.05292;0.23468;0.30499;0.49941;0.30566;1.00000;-0.04185;0.46095;
157;0.21500;0.27780;0.10698;0.37736;0.22290;0.00000;0.05767;0.51967;0.03966;0.04723;0.04227;0.05376;0.23706;0.30694;0.50038;0.30762;1.00000;-0.04248;0.46368;
158;0.21752;0.28012;0.10859;0.38004;0.22479;0.00000;0.05877;0.52237;0.04052;0.04818;0.04317;0.05460;0.23945;0.30890;0.50136;0.30957;1.00000;-0.04310;0.46640;
159;0.22006;0.28246;0.11022;0.38271;0.22670;0.00000;0.05990;0.52507;0.04140;0.04914;0.04408;0.05546;0.24185;0.31085;0.50234;0.31152;1.00000;-0.04373;0.46911;
160;0.22261;0.28480;0.11186;0.38539;0.22861;0.00000;0.06104;0.52776;0.04229;0.05013;0.04501;0.05632;0.24426;0.31281;0.50332;0.31348;1.00000;-0.04435;0.47182;
161;0.22517;0.28716;0.11351;0.38806;0.23053;0.00000;0.06219;0.53045;0.04320;0.05112;0.04595;0.05719;0.24667;0.31476;0.50431;0.31543;1.00000;-0.04498;0.47453;
162;0.22774;0.28953;0.11518;0.39074;0.23247;0.00000;0.06335;0.53312;0.04412;0.05213;0.04690;0.05807;0.24910;0.31672;0.50529;0.31738;1.00000;-0.04561;0.47723;
163;0.23033;0.29190;0.11687;0.39341;0.23442;0.00000;0.06453;0.53579;0.04506;0.05316;0.04788;0.05896;0.25153;0.31867;0.50628;0.31934;1.00000;-0.04623;0.47992;
164;0.23292;0.29428;0.11857;0.39609;0.23637;0.00000;0.06573;0.53845;0.04601;0.05420;0.04886;0.05986;0.25397;0.32063;0.50727;0.32129;1.00000;-0.04686;0.48261;
165;0.23552;0.29668;0.12029;0.39877;0.23834;0.00000;0.06694;0.54110;0.04697;0.05525;0.04986;0.06076;0.25641;0.32258;0.50826;0.32324;1.00000;-0.04749;0.48530;
166;0.23813;0.29908;0.12202;0.40144;0.24032;0.00000;0.06816;0.54375;0.04795;0.05632;0.05088;0.06168;0.25887;0.32454;0.50926;0.32520;1.00000;-0.04811;0.48798;
167;0.24075;0.30149;0.12376;0.40412;0.24231;0.00000;0.06940;0.54639;0.04895;0.05741;0.05191;0.06260;0.26133;0.32649;0.51025;0.32715;1.00000;-0.04873;0.49066;
168;0.24338;0.30391;0.12553;0.40680;0.24431;0.00000;0.07066;0.54901;0.04996;0.05851;0.05296;0.06353;0.26380;0.32845;0.51125;0.32910;1.00000;-0.04936;0.49334;
169;0.24602;0.30634;0.12730;0.40948;0.24632;0.00000;0.07193;0.55164;0.05099;0.05963;0.05402;0.06447;0.26627;0.33040;0.51225;0.33105;1.00000;-0.04998;0.49601;
170;0.24867;0.30878;0.12910;0.41216;0.24834;0.00000;0.07321;0.55425;0.05203;0.06076;0.05510;0.06542;0.26876;0.33236;0.51325;0.33301;1.00000;-0.05060;0.49867;
171;0.25133;0.31122;0.13091;0.41484;0.25037;0.00000;0.07451;0.55686;0.05309;0.06191;0.05619;0.06638;0.27125;0.33431;0.51425;0.33496;1.00000;-0.05121;0.50133;
172;0.25400;0.31368;0.13273;0.41752;0.25241;0.00000;0.07582;0.55946;0.05416;0.06308;0.05730;0.06735;0.27374;0.33627;0.51526;0.33691;1.00000;-0.05183;0.50398;
173;0.25668;0.31614;0.13457;0.42019;0.25446;0.00000;0.07715;0.56205;0.05525;0.06426;0.05843;0.06832;0.27625;0.33822;0.51627;0.33887;1.00000;-0.05244;0.50663;
174;0.25937;0.31862;0.13642;0.42287;0.25653;0.00000;0.07850;0.56463;0.05636;0.06545;0.05957;0.06931;0.27876;0.34018;0.51728;0.34082;1.00000;-0.05305;0.50928;
175;0.26206;0.32110;0.13830;0.42555;0.25860;0.00000;0.07986;0.56721;0.05748;0.06667;0.06073;0.07030;0.28128;0.34213;0.51829;0.34277;1.00000;-0.05366;0.51192;
176;0.26477;0.32359;0.14018;0.42823;0.26068;0.00000;0.08124;0.56978;0.05862;0.06790;0.06191;0.07131;0.28380;0.34409;0.51930;0.34473;1.00000;-0.05426;0.51456;
177;0.26748;0.32608;0.14208;0.43091;0.26278;0.00000;0.08263;0.57234;0.05978;0.06914;0.06310;0.07232;0.28634;0.34604;0.52032;0.34668;1.00000;-0.05486;0.51719;
178;0.27020;0.32859;0.14400;0.43359;0.26488;0.00000;0.08404;0.57489;0.06095;0.07041;0.06431;0.07334;0.28887;0.34800;0.52133;0.34863;1.00000;-0.05545;0.51981;
179;0.27294;0.33110;0.14593;0.43627;0.26700;0.00000;0.08546;0.57744;0.06214;0.07169;0.06553;0.07438;0.29142;0.34995;0.52235;0.35059;1.00000;-0.05604;0.52243;
180;0.27568;0.33362;0.14788;0.43894;0.26912;0.00000;0.08690;0.57997;0.06334;0.07298;0.06678;0.07542;0.29397;0.35191;0.52337;0.35254;1.00000;-0.05663;0.52505;
181;0.27843;0.33615;0.14985;0.44162;0.27126;0.00000;0.08836;0.58250;0.06456;0.07430;0.06804;0.07647;0.29653;0.35386;0.52440;0.35449;1.00000;-0.05721;0.52766;
182;0.28118;0.33869;0.15183;0.44430;0.27341;0.00000;0.08983;0.58503;0.06580;0.07563;0.06931;0.07753;0.29909;0.35582;0.52542;0.35645;1.00000;-0.05778;0.53027;
183;0.28395;0.34123;0.15382;0.44697;0.27557;0.00000;0.09132;0.58754;0.06706;0.07698;0.07061;0.07860;0.30167;0.35777;0.52645;0.35840;1.00000;-0.05835;0.53287;
184;0.28672;0.34378;0.15583;0.44965;0.27773;0.00000;0.09283;0.59005;0.06834;0.07834;0.07192;0.07968;0.30424;0.35973;0.52748;0.36035;1.00000;-0.05891;0.53546;
185;0.28950;0.34634;0.15786;0.45232;0.27991;0.00000;0.09435;0.59255;0.06963;0.07973;0.07325;0.08076;0.30683;0.36168;0.52851;0.36230;1.00000;-0.05947;0.53805;
186;0.29229;0.34891;0.15990;0.45500;0.28210;0.00000;0.09589;0.59504;0.07094;0.08113;0.07460;0.08186;0.30942;0.36364;0.52954;0.36426;1.00000;-0.06001;0.54064;
187;0.29509;0.35148;0.16196;0.45767;0.28430;0.00000;0.09744;0.59753;0.07227;0.08255;0.07596;0.08297;0.31201;0.36559;0.53058;0.36621;1.00000;-0.06056;0.54322;
188;0.29789;0.35406;0.16404;0.46035;0.28651;0.00000;0.09901;0.60000;0.07361;0.08398;0.07734;0.08409;0.31461;0.36755;0.53161;0.36816;1.00000;-0.06109;0.54580;
189;0.30071;0.35665;0.16613;0.46302;0.28873;0.00000;0.10060;0.60247;0.07497;0.08544;0.07874;0.08521;0.31722;0.36950;0.53265;0.37012;1.00000;-0.06161;0.54837;
190;0.30353;0.35925;0.16823;0.46569;0.29096;0.00000;0.10221;0.60493;0.07636;0.08691;0.08016;0.08635;0.31983;0.37146;0.53370;0.37207;1.00000;-0.06213;0.55093;
191;0.30636;0.36185;0.17035;0.46836;0.29320;0.00000;0.10383;0.60739;0.07776;0.08840;0.08160;0.08749;0.32245;0.37341;0.53474;0.37402;1.00000;-0.06264;0.55349;
192;0.30919;0.36446;0.17249;0.47103;0.29545;0.00000;0.10547;0.60983;0.07917;0.08991;0.08305;0.08865;0.32507;0.37537;0.53578;0.37598;1.00000;-0.06314;0.55605;
193;0.31203;0.36707;0.17464;0.47370;0.29771;0.00000;0.10713;0.61227;0.08061;0.09143;0.08453;0.08981;0.32770;0.37732;0.53683;0.37793;1.00000;-0.06363;0.55860;
194;0.31488;0.36969;0.17681;0.47636;0.29998;0.00000;0.10880;0.61470;0.08207;0.09298;0.08602;0.09099;0.33034;0.37928;0.53788;0.37988;1.00000;-0.06411;0.56114;
195;0.31774;0.37232;0.17900;0.47903;0.30226;0.00000;0.11049;0.61713;0.08354;0.09454;0.08753;0.09218;0.33298;0.38123;0.53893;0.38184;1.00000;-0.06458;0.56368;
196;0.32060;0.37495;0.18120;0.48169;0.30455;0.00000;0.11220;0.61954;0.08503;0.09613;0.08906;0.09337;0.33562;0.38319;0.53999;0.38379;1.00000;-0.06504;0.56622;
197;0.32347;0.37759;0.18341;0.48436;0.30685;0.00000;0.11392;0.62195;0.08654;0.09773;0.09061;0.09457;0.33827;0.38514;0.54104;0.38574;1.00000;-0.06549;0.56874;
198;0.32635;0.38024;0.18565;0.48702;0.30916;0.00000;0.11567;0.62435;0.08808;0.09935;0.09218;0.09579;0.34093;0.38710;0.54210;0.38770;1.00000;-0.06592;0.57127;
199;0.32923;0.38289;0.18789;0.48968;0.31148;0.00000;0.11743;0.62674;0.08963;0.10098;0.09377;0.09701;0.34359;0.38905;0.54316;0.38965;1.00000;-0.06635;0.57379;
200;0.33212;0.38555;0.19016;0.49234;0.31381;0.00000;0.11921;0.62913;0.09120;0.10264;0.09537;0.09825;0.34625;0.39101;0.54422;0.39160;1.00000;-0.06676;0.57630;
201;0.33502;0.38821;0.19244;0.49500;0.31615;0.00000;0.12101;0.63150;0.09278;0.10432;0.09700;0.09949;0.34892;0.39296;0.54529;0.39355;1.00000;-0.06716;0.57881;
202;0.33792;0.39088;0.19473;0.49765;0.31850;0.00000;0.12282;0.63387;0.09439;0.10602;0.09864;0.10075;0.35160;0.39492;0.54635;0.39551;1.00000;-0.06754;0.58131;
203;0.34083;0.39356;0.19704;0.50031;0.32086;0.00000;0.12465;0.63624;0.09602;0.10773;0.10031;0.10201;0.35428;0.39687;0.54742;0.39746;1.00000;-0.06792;0.58380;
204;0.34374;0.39624;0.19937;0.50296;0.32323;0.00000;0.12651;0.63859;0.09767;0.10947;0.10199;0.10329;0.35696;0.39883;0.54849;0.39941;1.00000;-0.06827;0.58629;
205;0.34666;0.39893;0.20171;0.50561;0.32561;0.00000;0.12838;0.64094;0.09933;0.11122;0.10370;0.10458;0.35965;0.40078;0.54956;0.40137;1.00000;-0.06862;0.58878;
206;0.34959;0.40162;0.20407;0.50826;0.32799;0.00000;0.13026;0.64328;0.10102;0.11299;0.10542;0.10587;0.36234;0.40274;0.55064;0.40332;1.00000;-0.06895;0.59126;
207;0.35252;0.40432;0.20644;0.51091;0.33039;0.00000;0.13217;0.64561;0.10273;0.11479;0.10716;0.10718;0.36504;0.40469;0.55171;0.40527;1.00000;-0.06926;0.59373;
208;0.35545;0.40702;0.20883;0.51355;0.33280;0.00000;0.13409;0.64793;0.10446;0.11660;0.10893;0.10849;0.36774;0.40665;0.55279;0.40723;1.00000;-0.06956;0.59620;
209;0.35840;0.40973;0.21123;0.51620;0.33522;0.00000;0.13604;0.65025;0.10620;0.11843;0.11071;0.10982;0.37045;0.40860;0.55387;0.40918;1.00000;-0.06984;0.59866;
210;0.36135;0.41244;0.21365;0.51884;0.33765;0.00000;0.13800;0.65256;0.10797;0.12028;0.11251;0.11116;0.37316;0.41056;0.55496;0.41113;1.00000;-0.07011;0.60112;
211;0.36430;0.41515;0.21608;0.52148;0.34008;0.00000;0.13998;0.65486;0.10976;0.12215;0.11434;0.11250;0.37587;0.41251;0.55604;0.41309;1.00000;-0.07036;0.60357;
212;0.36726;0.41788;0.21853;0.52412;0.34253;0.00000;0.14198;0.65715;0.11157;0.12405;0.11618;0.11386;0.37859;0.41447;0.55713;0.41504;1.00000;-0.07059;0.60602;
213;0.37022;0.42060;0.22100;0.52675;0.34498;0.00000;0.14400;0.65944;0.11339;0.12596;0.11804;0.11523;0.38131;0.41642;0.55822;0.41699;1.00000;-0.07080;0.60846;
214;0.37319;0.42333;0.22348;0.52938;0.34745;0.00000;0.14604;0.66172;0.11524;0.12789;0.11993;0.11661;0.38403;0.41838;0.55931;0.41895;1.00000;-0.07099;0.61089;
215;0.37616;0.42607;0.22598;0.53202;0.34992;0.00000;0.14809;0.66399;0.11711;0.12984;0.12183;0.11800;0.38676;0.42033;0.56040;0.42090;1.00000;-0.07117;0.61332;
216;0.37914;0.42881;0.22849;0.53464;0.35240;0.00000;0.15017;0.66625;0.11900;0.13182;0.12376;0.11940;0.38949;0.42229;0.56150;0.42285;1.00000;-0.07132;0.61574;
217;0.38212;0.43155;0.23101;0.53727;0.35490;0.00000;0.15226;0.66850;0.12092;0.13381;0.12571;0.12081;0.39223;0.42424;0.56259;0.42480;1.00000;-0.07146;0.61816;
218;0.38511;0.43430;0.23356;0.53989;0.35740;0.00000;0.15438;0.67075;0.12285;0.13582;0.12767;0.12223;0.39497;0.42620;0.56369;0.42676;1.00000;-0.07158;0.62057;
219;0.38810;0.43705;0.23611;0.54251;0.35991;0.00000;0.15651;0.67299;0.12480;0.13785;0.12966;0.12366;0.39771;0.42815;0.56480;0.42871;1.00000;-0.07167;0.62298;
220;0.39109;0.43981;0.23868;0.54513;0.36243;0.00000;0.15867;0.67522;0.12678;0.13991;0.13167;0.12511;0.40046;0.43011;0.56590;0.43066;1.00000;-0.07174;0.62537;
221;0.39409;0.44257;0.24127;0.54775;0.36496;0.00000;0.16084;0.67745;0.12877;0.14198;0.13370;0.12656;0.40321;0.43206;0.56701;0.43262;1.00000;-0.07180;0.62777;
222;0.39710;0.44533;0.24387;0.55036;0.36749;0.00000;0.16303;0.67966;0.13079;0.14408;0.13575;0.12802;0.40596;0.43402;0.56812;0.43457;1.00000;-0.07183;0.63016;
223;0.40010;0.44809;0.24649;0.55297;0.37004;0.00000;0.16525;0.68187;0.13282;0.14619;0.13782;0.12950;0.40871;0.43597;0.56923;0.43652;1.00000;-0.07183;0.63254;
224;0.40311;0.45086;0.24912;0.55558;0.37259;0.00000;0.16748;0.68407;0.13488;0.14833;0.13991;0.13098;0.41147;0.43793;0.57034;0.43848;1.00000;-0.07182;0.63491;
225;0.40613;0.45364;0.25177;0.55819;0.37516;0.00000;0.16973;0.68627;0.13696;0.15048;0.14203;0.13248;0.41423;0.43988;0.57145;0.44043;1.00000;-0.07178;0.63728;
226;0.40915;0.45641;0.25443;0.56079;0.37773;0.00000;0.17201;0.68845;0.13907;0.15266;0.14416;0.13399;0.41699;0.44184;0.57257;0.44238;1.00000;-0.07171;0.63965;
227;0.41217;0.45919;0.25711;0.56339;0.38031;0.00000;0.17430;0.69063;0.14119;0.15486;0.14632;0.13551;0.41976;0.44379;0.57369;0.44434;1.00000;-0.07163;0.64200;
228;0.41519;0.46198;0.25980;0.56598;0.38290;0.00000;0.17661;0.69280;0.14333;0.15708;0.14849;0.13704;0.42253;0.44575;0.57481;0.44629;1.00000;-0.07151;0.64435;
229;0.41822;0.46476;0.26250;0.56858;0.38550;0.00000;0.17895;0.69497;0.14550;0.15932;0.15069;0.13858;0.42530;0.44770;0.57594;0.44824;1.00000;-0.07137;0.64670;
230;0.42125;0.46755;0.26522;0.57117;0.38810;0.00000;0.18130;0.69712;0.14769;0.16158;0.15291;0.14013;0.42807;0.44966;0.57706;0.45020;1.00000;-0.07121;0.64904;
231;0.42429;0.47034;0.26796;0.57375;0.39072;0.00000;0.18368;0.69927;0.14990;0.16386;0.15515;0.14169;0.43084;0.45161;0.57819;0.45215;1.00000;-0.07102;0.65137;
232;0.42732;0.47314;0.27070;0.57634;0.39334;0.00000;0.18607;0.70141;0.15213;0.16616;0.15741;0.14326;0.43362;0.45357;0.57932;0.45410;1.00000;-0.07080;0.65370;
233;0.43036;0.47593;0.27347;0.57892;0.39597;0.00000;0.18849;0.70354;0.15438;0.16848;0.15970;0.14485;0.43640;0.45552;0.58045;0.45605;1.00000;-0.07056;0.65602;
234;0.43341;0.47873;0.27624;0.58150;0.39861;0.00000;0.19093;0.70567;0.15665;0.17083;0.16200;0.14644;0.43918;0.45748;0.58159;0.45801;1.00000;-0.07028;0.65834;
235;0.43645;0.48153;0.27903;0.58407;0.40125;0.00000;0.19339;0.70779;0.15895;0.17319;0.16433;0.14805;0.44197;0.45943;0.58273;0.45996;1.00000;-0.06998;0.66064;
236;0.43950;0.48434;0.28184;0.58664;0.40391;0.00000;0.19586;0.70990;0.16127;0.17558;0.16668;0.14967;0.44475;0.46139;0.58386;0.46191;1.00000;-0.06965;0.66295;
237;0.44255;0.48714;0.28466;0.58921;0.40657;0.00000;0.19837;0.71200;0.16361;0.17798;0.16905;0.15130;0.44754;0.46334;0.58501;0.46387;1.00000;-0.06929;0.66524;
238;0.44560;0.48995;0.28749;0.59177;0.40924;0.00000;0.20089;0.71409;0.16597;0.18041;0.17144;0.15294;0.45033;0.46530;0.58615;0.46582;1.00000;-0.06890;0.66753;
239;0.44865;0.49276;0.29034;0.59433;0.41192;0.00000;0.20343;0.71618;0.16835;0.18286;0.17385;0.15459;0.45312;0.46725;0.58730;0.46777;1.00000;-0.06848;0.66981;
240;0.45171;0.49557;0.29320;0.59689;0.41460;0.00000;0.20599;0.71826;0.17076;0.18533;0.17629;0.15625;0.45591;0.46921;0.58844;0.46973;1.00000;-0.06803;0.67209;
241;0.45477;0.49838;0.29607;0.59944;0.41729;0.00000;0.20858;0.72033;0.17319;0.18782;0.17874;0.15792;0.45870;0.47116;0.58959;0.47168;1.00000;-0.06755;0.67436;
242;0.45782;0.50120;0.29896;0.60199;0.41999;0.00000;0.21119;0.72240;0.17564;0.19033;0.18122;0.15961;0.46150;0.47312;0.59075;0.47363;1.00000;-0.06703;0.67663;
243;0.46089;0.50401;0.30186;0.60453;0.42270;0.00000;0.21382;0.72445;0.17811;0.19286;0.18372;0.16130;0.46429;0.47507;0.59190;0.47559;1.00000;-0.06649;0.67889;
244;0.46395;0.50683;0.30478;0.60707;0.42542;0.00000;0.21647;0.72650;0.18060;0.19542;0.18624;0.16301;0.46709;0.47703;0.59306;0.47754;1.00000;-0.06591;0.68114;
245;0.46701;0.50965;0.30771;0.60961;0.42814;0.00000;0.21914;0.72854;0.18311;0.19799;0.18878;0.16473;0.46988;0.47898;0.59422;0.47949;1.00000;-0.06530;0.68338;
246;0.47008;0.51247;0.31065;0.61214;0.43087;0.00000;0.22183;0.73058;0.18565;0.20059;0.19135;0.16646;0.47268;0.48094;0.59538;0.48145;1.00000;-0.06465;0.68562;
247;0.47314;0.51529;0.31360;0.61467;0.43360;0.00000;0.22455;0.73260;0.18821;0.20320;0.19393;0.16820;0.47548;0.48289;0.59654;0.48340;1.00000;-0.06398;0.68785;
248;0.47621;0.51811;0.31657;0.61720;0.43635;0.00000;0.22729;0.73462;0.19079;0.20584;0.19654;0.16996;0.47828;0.48485;0.59771;0.48535;1.00000;-0.06326;0.69008;
249;0.47928;0.52093;0.31955;0.61972;0.43910;0.00000;0.23005;0.73663;0.19339;0.20850;0.19917;0.17172;0.48108;0.48680;0.59888;0.48730;1.00000;-0.06251;0.69230;
250;0.48235;0.52376;0.32255;0.62223;0.44185;0.00000;0.23283;0.73863;0.19602;0.21118;0.20182;0.17350;0.48388;0.48876;0.60005;0.48926;1.00000;-0.06173;0.69451;
251;0.48541;0.52658;0.32555;0.62475;0.44462;0.00000;0.23564;0.74063;0.19867;0.21388;0.20449;0.17529;0.48669;0.49071;0.60122;0.49121;1.00000;-0.06091;0.69672;
252;0.48848;0.52941;0.32857;0.62725;0.44739;0.00000;0.23846;0.74261;0.20133;0.21660;0.20718;0.17709;0.48949;0.49267;0.60240;0.49316;1.00000;-0.06005;0.69892;
253;0.49156;0.53223;0.33160;0.62976;0.45016;0.00000;0.24131;0.74459;0.20402;0.21934;0.20990;0.17890;0.49229;0.49462;0.60358;0.49512;1.00000;-0.05916;0.70111;
254;0.49463;0.53506;0.33464;0.63226;0.45295;0.00000;0.24419;0.74657;0.20674;0.22210;0.21263;0.18072;0.49509;0.49658;0.60476;0.49707;1.00000;-0.05823;0.70330;
255;0.49770;0.53788;0.33770;0.63475;0.45574;0.00000;0.24708;0.74853;0.20947;0.22488;0.21539;0.18256;0.49790;0.49853;0.60594;0.49902;1.00000;-0.05727;0.70548;
256;0.50077;0.54071;0.34077;0.63724;0.45853;0.00000;0.25000;0.75049;0.21223;0.22769;0.21817;0.18440;0.50070;0.50049;0.60712;0.50098;1.00000;-0.05626;0.70765;
257;0.50384;0.54353;0.34385;0.63973;0.46133;0.00000;0.25294;0.75244;0.21500;0.23051;0.22097;0.18626;0.50350;0.50244;0.60831;0.50293;1.00000;-0.05522;0.70982;
258;0.50691;0.54636;0.34694;0.64221;0.46414;0.00000;0.25590;0.75438;0.21780;0.23335;0.22379;0.18813;0.50631;0.50440;0.60950;0.50488;1.00000;-0.05413;0.71198;
259;0.50998;0.54918;0.35004;0.64469;0.46696;0.00000;0.25889;0.75631;0.22062;0.23622;0.22663;0.19001;0.50911;0.50635;0.61069;0.50684;1.00000;-0.05301;0.71413;
260;0.51305;0.55201;0.35316;0.64716;0.46978;0.00000;0.26190;0.75824;0.22347;0.23910;0.22949;0.19190;0.51191;0.50831;0.61189;0.50879;1.00000;-0.05185;0.71628;
261;0.51612;0.55483;0.35629;0.64962;0.47260;0.00000;0.26493;0.76016;0.22633;0.24201;0.23238;0.19381;0.51471;0.51026;0.61308;0.51074;1.00000;-0.05065;0.71841;
262;0.51919;0.55765;0.35942;0.65209;0.47543;0.00000;0.26798;0.76207;0.22922;0.24494;0.23528;0.19572;0.51752;0.51222;0.61428;0.51270;1.00000;-0.04941;0.72055;
263;0.52226;0.56048;0.36257;0.65454;0.47827;0.00000;0.27105;0.76397;0.23212;0.24788;0.23821;0.19765;0.52032;0.51417;0.61548;0.51465;1.00000;-0.04812;0.72267;
264;0.52532;0.56330;0.36574;0.65700;0.48111;0.00000;0.27415;0.76587;0.23505;0.25085;0.24116;0.19959;0.52312;0.51613;0.61668;0.51660;1.00000;-0.04680;0.72479;
265;0.52839;0.56612;0.36891;0.65944;0.48396;0.00000;0.27726;0.76776;0.23800;0.25383;0.24413;0.20154;0.52592;0.51808;0.61789;0.51855;1.00000;-0.04543;0.72691;
266;0.53146;0.56894;0.37209;0.66189;0.48681;0.00000;0.28040;0.76964;0.24098;0.25684;0.24712;0.20351;0.52872;0.52004;0.61910;0.52051;1.00000;-0.04402;0.72901;
267;0.53452;0.57176;0.37528;0.66432;0.48967;0.00000;0.28355;0.77151;0.24397;0.25987;0.25013;0.20548;0.53151;0.52199;0.62031;0.52246;1.00000;-0.04257;0.73111;
268;0.53758;0.57458;0.37849;0.66676;0.49253;0.00000;0.28673;0.77338;0.24698;0.26291;0.25316;0.20747;0.53431;0.52395;0.62152;0.52441;1.00000;-0.04108;0.73320;
269;0.54065;0.57739;0.38170;0.66918;0.49540;0.00000;0.28992;0.77523;0.25002;0.26598;0.25621;0.20947;0.53711;0.52590;0.62274;0.52637;1.00000;-0.03954;0.73529;
270;0.54371;0.58021;0.38493;0.67160;0.49827;0.00000;0.29314;0.77708;0.25307;0.26907;0.25928;0.21148;0.53990;0.52786;0.62395;0.52832;1.00000;-0.03796;0.73736;
271;0.54676;0.58302;0.38816;0.67402;0.50115;0.00000;0.29637;0.77893;0.25615;0.27217;0.26237;0.21350;0.54270;0.52981;0.62517;0.53027;1.00000;-0.03634;0.73943;
272;0.54982;0.58583;0.39141;0.67643;0.50403;0.00000;0.29962;0.78076;0.25925;0.27530;0.26548;0.21554;0.54549;0.53177;0.62640;0.53223;1.00000;-0.03467;0.74150;
273;0.55288;0.58865;0.39466;0.67884;0.50691;0.00000;0.30289;0.78259;0.26237;0.27844;0.26862;0.21758;0.54828;0.53372;0.62762;0.53418;1.00000;-0.03296;0.74356;
274;0.55593;0.59145;0.39793;0.68124;0.50980;0.00000;0.30618;0.78441;0.26550;0.28161;0.27177;0.21964;0.55107;0.53568;0.62885;0.53613;1.00000;-0.03120;0.74561;
275;0.55898;0.59426;0.40120;0.68363;0.51270;0.00000;0.30949;0.78622;0.26866;0.28479;0.27494;0.22171;0.55386;0.53763;0.63008;0.53809;1.00000;-0.02940;0.74765;
276;0.56203;0.59706;0.40449;0.68602;0.51560;0.00000;0.31281;0.78802;0.27184;0.28799;0.27813;0.22379;0.55664;0.53959;0.63131;0.54004;1.00000;-0.02755;0.74968;
277;0.56507;0.59987;0.40778;0.68840;0.51850;0.00000;0.31616;0.78982;0.27504;0.29121;0.28135;0.22589;0.55943;0.54154;0.63254;0.54199;1.00000;-0.02565;0.75171;
278;0.56812;0.60267;0.41109;0.69078;0.52141;0.00000;0.31952;0.79161;0.27827;0.29445;0.28458;0.22800;0.56221;0.54350;0.63378;0.54395;1.00000;-0.02371;0.75373;
279;0.57116;0.60546;0.41440;0.69315;0.52432;0.00000;0.32289;0.79339;0.28151;0.29771;0.28783;0.23011;0.56499;0.54545;0.63502;0.54590;1.00000;-0.02172;0.75575;
